issueType,bankKey,itemId,status,routeKey,surface,field,value,reason
production_auto_grading_risk,b1_m01,v080149_cat02_redemittel_cat02_r_020,active,b1_m01,production,production_answer_fields,Was soll ich jetzt machen? | Was soll ich jetzt machen? | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m01,v080149_cat02_redemittel_cat02_r_021,active,b1_m01,production,production_answer_fields,Können Sie das bitte wiederholen? | Können Sie das bitte wiederholen? | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m01,v080149_cat02_redemittel_cat02_r_022,active,b1_m01,production,production_answer_fields,Könnten Sie bitte langsamer sprechen? | Könnten Sie bitte langsamer sprechen? | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m01,v080149_cat02_redemittel_cat02_r_023,active,b1_m01,production,production_answer_fields,Ich habe das noch nicht verstanden. | Ich habe das noch nicht verstanden. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m01,v080149_cat02_redemittel_cat02_r_024,active,b1_m01,production,production_answer_fields,Was bedeutet dieses Wort? | Was bedeutet dieses Wort? | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m01,v080149_cat02_redemittel_cat02_r_025,active,b1_m01,production,production_answer_fields,Wie schreibt man das? | Wie schreibt man das? | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m01,v080149_cat02_redemittel_cat02_r_026,active,b1_m01,production,production_answer_fields,Können Sie das bitte buchstabieren? | Können Sie das bitte buchstabieren? | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m01,v080149_cat02_redemittel_cat02_r_027,active,b1_m01,production,production_answer_fields,Können Sie mir ein Beispiel geben? | Können Sie mir ein Beispiel geben? | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m01,v080149_cat02_redemittel_cat02_r_028,active,b1_m01,production,production_answer_fields,Ich habe noch eine Frage. | Ich habe noch eine Frage. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m01,v080149_cat02_redemittel_cat02_r_029,active,b1_m01,production,production_answer_fields,Ich möchte kurz nachfragen. | Ich möchte kurz nachfragen. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m01,v080149_cat02_redemittel_cat02_r_030,active,b1_m01,production,production_answer_fields,Ich kann das auf Deutsch noch nicht gut erklären. | Ich kann das auf Deutsch noch nicht gut erklären. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m01,v080149_cat02_redemittel_cat02_r_031,active,b1_m01,production,production_answer_fields,Ich mache mir kurz Notizen. | Ich mache mir kurz Notizen. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m01,v080149_cat02_redemittel_cat02_r_032,active,b1_m01,production,production_answer_fields,Ich notiere mir das. | Ich notiere mir das. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m01,v080149_cat02_redemittel_cat02_r_033,active,b1_m01,production,production_answer_fields,Ich brauche bitte die Unterlagen. | Ich brauche bitte die Unterlagen. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m01,v080149_cat02_redemittel_cat02_r_034,active,b1_m01,production,production_answer_fields,Ich brauche einen Stift. | Ich brauche einen Stift. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m01,v080149_cat02_redemittel_cat02_r_035,active,b1_m01,production,production_answer_fields,Soll ich das Formular ausfüllen? | Soll ich das Formular ausfüllen? | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m01,v080149_cat02_redemittel_cat02_r_036,active,b1_m01,production,production_answer_fields,Muss ich hier etwas ankreuzen? | Muss ich hier etwas ankreuzen? | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m01,v080149_cat02_redemittel_cat02_r_037,active,b1_m01,production,production_answer_fields,Ich gebe das Arbeitsblatt später ab. | Ich gebe das Arbeitsblatt später ab. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m01,v080149_cat02_redemittel_cat02_r_038,active,b1_m01,production,production_answer_fields,Ich bringe die Unterlagen morgen mit. | Ich bringe die Unterlagen morgen mit. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m01,v080149_cat02_redemittel_cat02_r_043,active,b1_m01,production,production_answer_fields,Der Unterricht beginnt um acht Uhr. | Der Unterricht beginnt um acht Uhr. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m01,v080149_cat02_redemittel_cat02_r_044,active,b1_m01,production,production_answer_fields,Die Pause ist um zehn Uhr. | Die Pause ist um zehn Uhr. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m01,v080149_cat02_redemittel_cat02_r_045,active,b1_m01,production,production_answer_fields,Arbeiten wir allein oder in der Gruppe? | Arbeiten wir allein oder in der Gruppe? | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m01,v080149_cat02_redemittel_cat02_r_046,active,b1_m01,production,production_answer_fields,Ich nehme am Kurs teil. | Ich nehme am Kurs teil. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m01,v080149_cat02_redemittel_cat02_r_047,active,b1_m01,production,production_answer_fields,Ich mache bei der Übung mit. | Ich mache bei der Übung mit. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m01,v080149_cat02_redemittel_cat02_r_048,active,b1_m01,production,production_answer_fields,Ich bin mit der Aufgabe fertig. | Ich bin mit der Aufgabe fertig. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m01,v080149_cat02_redemittel_cat02_r_049,active,b1_m01,production,production_answer_fields,Ich brauche noch etwas Zeit. | Ich brauche noch etwas Zeit. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m01,v080149_cat02_wortschatz_cat02_w_001,active,b1_m01,production,production_answer_fields,der Kurs | der Kurs | Kurs | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m01,v080149_cat02_wortschatz_cat02_w_002,active,b1_m01,production,production_answer_fields,der Kursleiter | der Kursleiter | Kursleiter | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m01,v080149_cat02_wortschatz_cat02_w_003,active,b1_m01,production,production_answer_fields,die Kursleiterin | die Kursleiterin | Kursleiterin | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m01,v080149_cat02_wortschatz_cat02_w_005,active,b1_m01,production,production_answer_fields,der Teilnehmer | der Teilnehmer | Teilnehmer | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m01,v080149_cat02_wortschatz_cat02_w_006,active,b1_m01,production,production_answer_fields,die Teilnehmerin | die Teilnehmerin | Teilnehmerin | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
