sourceIssueType,issueType,bankKey,itemId,afterStatus,afterIssues,sourcePrompt,sourceCue,recommendedAction
prompt_cue,rendered_prompt_internal_label,b1_m01,v080149_cat02_contrast_cat02_cs_016,active-normal,,Welche Form passt zu `Unterlagen vs Formular vs Arbeitsblatt`? | Unterlagen vs Formular vs Arbeitsblatt,,Non-blocking source cleanup candidate; runtime guard already prevents learner-facing leakage.
prompt_cue,raw_backtick_or_internal_label,b1_m01,v080149_cat02_contrast_cat02_cs_016,active-normal,,"Welche Form passt zu `Unterlagen vs Formular vs Arbeitsblatt`? | Unterlagen vs Formular vs Arbeitsblatt | Documents/materials as a set. | Unterlagen | Unterlagen | Documents/materials as a set. Check the nearby contrast, not just a related word.",,Non-blocking source cleanup candidate; runtime guard already prevents learner-facing leakage.
prompt_cue,raw_x_vs_y_internal_label,b1_m01,v080149_cat02_contrast_cat02_cs_016,active-normal,,"Welche Form passt zu `Unterlagen vs Formular vs Arbeitsblatt`? | Unterlagen vs Formular vs Arbeitsblatt | Documents/materials as a set. | Unterlagen | Unterlagen | Documents/materials as a set. Check the nearby contrast, not just a related word.",,Non-blocking source cleanup candidate; runtime guard already prevents learner-facing leakage.
prompt_cue,rendered_prompt_internal_label,b1_m01,v080149_cat02_contrast_cat02_cs_017,active-normal,,Welche Form passt zu `App vs Lernportal vs Datei`? | App vs Lernportal vs Datei,,Non-blocking source cleanup candidate; runtime guard already prevents learner-facing leakage.
prompt_cue,raw_backtick_or_internal_label,b1_m01,v080149_cat02_contrast_cat02_cs_017,active-normal,,"Welche Form passt zu `App vs Lernportal vs Datei`? | App vs Lernportal vs Datei | An app is a program. | App | App | An app is a program. Check the nearby contrast, not just a related word.",,Non-blocking source cleanup candidate; runtime guard already prevents learner-facing leakage.
prompt_cue,raw_x_vs_y_internal_label,b1_m01,v080149_cat02_contrast_cat02_cs_017,active-normal,,"Welche Form passt zu `App vs Lernportal vs Datei`? | App vs Lernportal vs Datei | An app is a program. | App | App | An app is a program. Check the nearby contrast, not just a related word.",,Non-blocking source cleanup candidate; runtime guard already prevents learner-facing leakage.
prompt_cue,rendered_prompt_internal_label,b1_m01,v080149_cat02_contrast_cat02_cs_018,active-normal,,Welche Form passt zu `team/group/alone`? | team/group/alone,,Non-blocking source cleanup candidate; runtime guard already prevents learner-facing leakage.
prompt_cue,raw_backtick_or_internal_label,b1_m01,v080149_cat02_contrast_cat02_cs_018,active-normal,,"Welche Form passt zu `team/group/alone`? | team/group/alone | Group work in a course. | in der Gruppe | in der Gruppe | Group work in a course. Check the nearby contrast, not just a related word.",,Non-blocking source cleanup candidate; runtime guard already prevents learner-facing leakage.
prompt_cue,rendered_prompt_internal_label,b1_m01,v080149_cat02_contrast_cat02_cs_019,active,internal_label_sanitised|prompt_internal_label_sanitised,Welche Form passt zu `Einarbeitung vs Ausbildung`? | Einarbeitung vs Ausbildung,Einarbeitung vs Ausbildung,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m01,v080149_cat02_contrast_cat02_cs_019,active,internal_label_sanitised|prompt_internal_label_sanitised,"Welche Form passt zu `Einarbeitung vs Ausbildung`? | Einarbeitung vs Ausbildung | Onboarding/training into tasks. | Einarbeitung | Einarbeitung | Onboarding/training into tasks. Check the nearby contrast, not just a related word. | B1/CAT05 boundary | B1/CAT05 boundary",Einarbeitung vs Ausbildung,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_x_vs_y_internal_label,b1_m01,v080149_cat02_contrast_cat02_cs_019,active,internal_label_sanitised|prompt_internal_label_sanitised,"Welche Form passt zu `Einarbeitung vs Ausbildung`? | Einarbeitung vs Ausbildung | Onboarding/training into tasks. | Einarbeitung | Einarbeitung | Onboarding/training into tasks. Check the nearby contrast, not just a related word. | B1/CAT05 boundary | B1/CAT05 boundary",Einarbeitung vs Ausbildung,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,rendered_prompt_internal_label,b1_m01,v080149_cat02_contrast_cat02_cs_020,active-normal,,Welche Form passt zu `help request polite/direct`? | help request polite/direct,,Non-blocking source cleanup candidate; runtime guard already prevents learner-facing leakage.
prompt_cue,raw_backtick_or_internal_label,b1_m01,v080149_cat02_contrast_cat02_cs_020,active-normal,,"Welche Form passt zu `help request polite/direct`? | help request polite/direct | Polite Sie-request for course/work. | Könnten Sie bitte langsamer sprechen? | Könnten Sie bitte langsamer sprechen? | Polite Sie-request for course/work. Check the nearby contrast, not just a related word.",,Non-blocking source cleanup candidate; runtime guard already prevents learner-facing leakage.
prompt_cue,raw_backtick_or_internal_label,b1_m01,v080149_cat02_practice_family_cat02_pf_001,review,internal_label_sanitised|cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,Ich bin neu im ___. | Ich bin neu im ___. | Ich bin neu im Kurs. | Kurs | Fixed phrase: `neu im Kurs`.,Ich bin neu im ___.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m01,v080149_cat02_practice_family_cat02_pf_002,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,Ich bin neu in der ___. | Ich bin neu in der ___. | Ich bin neu in der Firma. | Firma | Use `in der Firma`; `Firma` is feminine.,Ich bin neu in der ___.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m01,v080149_cat02_practice_family_cat02_pf_003,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,Ich bin heute zum ersten Mal ___. | Ich bin heute zum ersten Mal ___. | Ich bin heute zum ersten Mal hier. | hier | Fixed phrase: `zum ersten Mal hier`.,Ich bin heute zum ersten Mal ___.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m01,v080149_cat02_practice_family_cat02_pf_004,review,internal_label_sanitised|cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,Ich mache gerade einen ___. | Ich mache gerade einen ___. | Ich mache gerade einen Deutschkurs. | Deutschkurs | `einen Deutschkurs` is the direct object after `machen`.,Ich mache gerade einen ___.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m01,v080149_cat02_practice_family_cat02_pf_005,active-normal,,Ich lerne Deutsch auf ___. | Ich lerne Deutsch auf ___. | Ich lerne Deutsch auf B1-Niveau. | B1-Niveau | Use `auf B1-Niveau` for language level.,,Non-blocking source cleanup candidate; runtime guard already prevents learner-facing leakage.
prompt_cue,raw_backtick_or_internal_label,b1_m01,v080149_cat02_practice_family_cat02_pf_006,active-normal,,Ich möchte meine Deutschkenntnisse ___. | Ich möchte meine Deutschkenntnisse ___. | Ich möchte meine Deutschkenntnisse verbessern. | verbessern | Collocation: `Deutschkenntnisse verbessern`.,,Non-blocking source cleanup candidate; runtime guard already prevents learner-facing leakage.
prompt_cue,raw_backtick_or_internal_label,b1_m01,v080149_cat02_practice_family_cat02_pf_007,review,internal_label_sanitised|cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,Ich bin für den Kurs ___. | Ich bin für den Kurs ___. | Ich bin für den Kurs angemeldet. | angemeldet | `angemeldet` means registered. | accepted alternatives/context | accepted alternatives/context,Ich bin für den Kurs ___.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m01,v080149_cat02_practice_family_cat02_pf_008,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,Ich bin heute für die ___ hier. | Ich bin heute für die ___ hier. | Ich bin heute für die Einarbeitung hier. | Einarbeitung | `Einarbeitung` means onboarding/task training. | CAT05 boundary | CAT05 boundary,Ich bin heute für die ___ hier.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m01,v080149_cat02_practice_family_cat02_pf_009,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,Ich stelle mich kurz ___. | Ich stelle mich kurz ___. | Ich stelle mich kurz vor. | vor | Separable/reflexive: `Ich stelle mich vor.`,Ich stelle mich kurz ___.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m01,v080149_cat02_practice_family_cat02_pf_010,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,Das ist meine ___ aus dem Büro. | Das ist meine ___ aus dem Büro. | Das ist meine Kollegin aus dem Büro. | Kollegin | `Kollegin` is a female colleague; the office cue narrows the answer.,Das ist meine ___ aus dem Büro.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m01,v080149_cat02_practice_family_cat02_pf_011,review,internal_label_sanitised|cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,Wo ist der ___? | Wo ist der ___? | Wo ist der Kursraum? | Kursraum | Core place question: `Wo ist der Kursraum?`,Wo ist der ___?,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m01,v080149_cat02_practice_family_cat02_pf_012,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,Wo finde ich das ___? | Wo finde ich das ___? | Wo finde ich das Sekretariat? | Sekretariat | `das Sekretariat` is a common office/place noun.,Wo finde ich das ___?,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m01,v080149_cat02_practice_family_cat02_pf_013,active,internal_label_sanitised,"Sie stehen vor einem Raum. Welche Frage passt? | A Wo ist der richtige Raum? / B Ist das der richtige Raum? / C Wann ist der richtige Raum? | B die App | B | For checking this room, ask: `Ist das der richtige Raum?`",A Wo ist der richtige Raum? / B Ist das der richtige Raum? / C Wann ist der richtige Raum?,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m01,v080149_cat02_practice_family_cat02_pf_014,review,internal_label_sanitised|cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,"Können Sie mir bitte zeigen, wo der Eingang ___? | Können Sie mir bitte zeigen, wo der Eingang ___? | Können Sie mir bitte zeigen, wo der Eingang ist? | ist | Embedded `wo` question: verb at the end.","Können Sie mir bitte zeigen, wo der Eingang ___?",Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m01,v080149_cat02_practice_family_cat02_pf_015,review,internal_label_sanitised|cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,Ich suche den ___. | Ich suche den ___. | Ich suche den Pausenraum. | Pausenraum | `suchen` takes accusative: den Pausenraum.,Ich suche den ___.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m01,v080149_cat02_practice_family_cat02_pf_016,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,Ich warte am ___. | Ich warte am ___. | Ich warte am Empfang. | Empfang | Fixed place phrase: `am Empfang`.,Ich warte am ___.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m01,v080149_cat02_practice_family_cat02_pf_017,review,cloze_needs_review|normal_practice_excluded_by_display_schema|cloze_context_cue_missing,Ich gehe zum ___. | Ich gehe zum ___. | Ich gehe zum Sekretariat. | Sekretariat | `zum` = `zu dem`; use it for going to a place.,Ich gehe zum ___.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
